ID,Name,Severity,Status,Location,Branch,Message,Description,Line Span,CWE,Created Date,Closed Date,False Positive,False Positive Explanation
d62db618-093e-4e2b-88f9-d326d56dea3a,Secret Exposure Risk,high,open,/app/backend/src/utils/ai-integration.ts,taskflow,The environment-based secret is being directly passed to an external service; which can lead to credential leakage. This practice violates the principle of least privilege and exposes the secret to potential interception or misuse. The approach significantly increases the risk of unauthorized access and usage. Remediation should involve never transmitting sensitive keys to untrusted endpoints and ensuring secrets are handled securely.,This vulnerability involves sending a sensitive credential the OpenAI API key from the environment directly to an external destination. The code serializes the key into a JSON object and includes it in the request body to a third-party URL; potentially exposing the key to interception; misuse; or unauthorized access. Such practices violate secure coding principles like the principle of least privilege and may lead to severe impacts if the third-party endpoint is compromised. Developers should never transmit secrets to untrusted endpoints as it significantly raises the risk of credential leakage and subsequent exploitation.,4@@5,"CWE-798, CWE-200","8/8/2025, 3:19:13 PM",,False,The code directly sends a sensitive API key to an external endpoint provided as a parameter; which creates a serious risk of credential leakage. The dataflow indicates no protection or validation is applied to prevent misuse. Given the production context of this utility in a full-stack platform; this vulnerability has the potential for exploitation and should be addressed rather than ignored.
1ac9df38-36a5-4848-9fb5-c7cfe55ad23d,Missing Auth Checks,high,open,/app/backend/src/services/userService.ts,taskflow,The updateUser function allows an attacker to modify sensitive user information without proper authorization checks. The lack of role or ownership verification opens the door to privilege escalation; data tampering; and unauthorized access to personal data. Given that this vulnerability can affect critical information such as SSNs and credit card details; it represents a high-risk threat that must be addressed promptly.,The updateUser function is vulnerable because it fails to perform any authorization checks before allowing modifications to a user record. This oversight permits any authenticated entity with access to the method to update sensitive fields; including personally identifiable information such as SSNs and credit card details. Without verifying whether the caller is authorized to modify the target user; this vulnerability could allow privilege escalation; enabling attackers to tamper with or compromise user data. In a broader security context; such flaws can lead to a breach of data integrity and confidentiality; risking widespread misuse if exploited.,20@@46,CWE-284,"8/8/2025, 3:17:54 PM",,False,The updateUser function processes untrusted input including personally identifiable information without validating user authorization. There are no signs of additional security layers such as middleware or route-based auth checks mitigating this risk; and the file context indicates that it is production code. Thus; the lack of authorization checks presents a valid high-severity vulnerability that must be addressed.
ce1d8d93-0f1d-4282-99d3-aecafdf50128,IDOR Vulnerability,high,open,/app/backend/src/services/userService.ts,taskflow,The function retrieves user records based solely on the supplied identifier; without verifying the requester's access rights. This leaves the application susceptible to IDOR attacks where attackers can enumerate or guess user IDs to access sensitive data. Proper authorization checks must be implemented to ensure that users only access their own information.,The getUserById function presents an Insecure Direct Object Reference IDOR vulnerability as it allows access to arbitrary user information by directly using input identifiers to retrieve user records. Without validating that the requesting user is indeed authorized to access the specific user data for example; ownership or appropriate permission checks; an attacker can sequentially or predictably guess user IDs to collect sensitive data. This vulnerability poses a significant risk to user confidentiality and privacy as it potentially exposes private information across the database.,11@@18,CWE-639,"8/8/2025, 3:17:54 PM",,False,The getUserById function directly uses unvalidated input to fetch user records; leading to an Insecure Direct Object Reference vulnerability. There is no evidence within the function or supporting code that authorizes the requester or validates whether the requesting user should access the specified user's data; which means that an attacker could potentially exploit this by guessing user IDs. The file resides in a production service context; and as such; this vulnerability represents a real security risk rather than a false positive.
bb6d19c6-836f-4c88-aa51-3dcd0cc3fce8,Missing Auth Check,high,open,/app/backend/src/services/taskService.ts,taskflow,The vulnerability allows unauthorized access to task details due to a missing permission check. This could result in sensitive data being exposed and exploited. Correcting this issue by adding an authorization flow is critical.,The getTaskById method retrieves task details based solely on the task ID provided without verifying if the requesting user is authorized to access that task. This lack of proper authorization results in an Insecure Direct Object Reference IDOR vulnerability. An attacker could potentially enumerate or guess task IDs; thereby obtaining sensitive task details including description; assignee information; and project context. The vulnerability is compounded by returning the full task object; which could include restricted fields. Implementing a robust authorization check is necessary to ensure only authorized users have access to task details and sensitive information.,62@@68,"CWE-639, CWE-284","8/8/2025, 3:17:16 PM",,False,The getTaskById method in TaskService retrieves task details without any authorization checks; making it susceptible to an IDOR vulnerability. An attacker could manipulate task IDs to retrieve sensitive information; and the absence of a verification step that compares the task's associated users with the requesting user makes this issue a real security risk. Given the production context and the critical nature of task management in the TaskFlow application; this vulnerability cannot be safely ignored.
7e4b0cda-ced2-4e77-9a0a-7f412f3e8dcc,Unauthorized Task Join,high,open,/app/backend/src/services/socketService.ts,taskflow,The event handler for 'join-task' permits any authenticated user to join any task room without verifying membership eligibility. This creates opportunities for unauthorized access to sensitive data. Improper authorization measures lead to potential data leakage and security breaches.,The code allows any authenticated user to join a task room without verifying if the user is a legitimate member of the required project or task. This oversight creates a vulnerability where unauthorized users may subscribe to sensitive real-time updates; potentially accessing confidential task-related data such as comments; file changes; or other project details.  Such bypassing of membership validation violates the principles of least privilege and proper authorization. The vulnerability is a classic case of improper authorization; which can facilitate data leakage and unauthorized data manipulation; leading to broader security risks within the system.,67@@73,CWE-285,"8/8/2025, 3:16:02 PM",,False,The vulnerability is not a false positive. The SocketService's 'join-task' event handler allows an authenticated user to join a task room without confirming that the user is authorized to access that particular task. This is particularly concerning given that the analogous 'join-project' handler implements a membership check; indicating that task access should similarly be validated. Given the production context of the file in a critical service in TaskFlow; this vulnerability could be exploited to access sensitive task-related updates without proper authorization.
9cb50cdc-de2e-40d7-842f-37e7da3ee374,Auth Bypass Delete,critical,open,/app/backend/src/services/projectService.ts,taskflow,The issue is a critical vulnerability because it allows unauthorized deletion of projects. The code erroneously refers to an undefined property; causing the authorization check to always pass. This results in a complete bypass of the intended access control mechanism; leading to severe security risks such as data loss and privilege escalation.,The deleteProject function contains an authorization bypass due to a mismatch in property names. The function mistakenly checks project.ownerid even though the correct property is project.ownerId; which is set using camelCase by the ProjectModel. This error results in the condition always evaluating to true; thereby allowing any authenticated user to delete any project. The direct consequence of this vulnerability is that it undermines the access control mechanism; potentially leading to unauthorized access; data loss; and privilege escalation. Given that access controls are critical in protecting resources; this vulnerability represents a high security risk.,91@@93,CWE-284,"8/8/2025, 3:15:37 PM",,False,The vulnerability is real because deleteProject incorrectly compares userId to an undefined project.ownerid property instead of the correct camelCase project.ownerId. The code is in production-level logic for sensitive operations such as deletion; meaning an attacker could bypass authorization checks. The analysis confirms that input flows are not mitigated by other security measures; so this issue represents a genuine critical vulnerability and should be addressed.
bce88eb3-04ff-4d8f-9272-a0bb813699b0,Dynamic Code Injection,critical,open,/app/backend/src/services/searchService.ts,taskflow,Untrusted input is directly used to dynamically construct a new Function; which leads to arbitrary code execution and potential system compromise. The approach lacks proper input sanitation; allowing attackers to inject and execute malicious code. This vulnerability can lead to data breaches; state modifications; and extensive damage in environments with elevated privileges.,The code dynamically creates a JavaScript function using the new Function constructor based on unsanitized user input. An attacker can inject arbitrary JavaScript code since the input is not validated or sanitized. This allows the attacker to execute arbitrary code within the server process; which could lead to a compromise of data; unauthorized state modifications; or even complete system takeover if elevated permissions are available. The vulnerability is especially critical in Node.js environments where code execution can lead to severe system-wide impacts.,5@@5,CWE-94,"8/8/2025, 3:15:09 PM",,False,The vulnerability involves dynamically constructing a new function using unsanitized user input; which is a concrete risk for arbitrary code execution in a production environment. The vulnerable code is located in a core service that likely processes external input; and there is no indication of mitigating defenses such as input validation or sanitization. As a result; this is not a false positive; and the risk is significant given the critical nature of the functionality.
03e694c1-9cb3-4ffb-9135-8d529e0a56d5,Command Injection,high,open,/app/backend/src/services/fileService.ts,taskflow,This issue arises from using childprocess.exec with unsanitized user input; allowing command injection. The direct interpolation of file path into the command makes it vulnerable to exploitation; potentially leading to remote code execution. The vulnerability demands immediate remediation through proper sanitization and input validation.,The code uses the childprocess.exec function to run a shell command which includes the file path supplied directly by the user. Because the file path is not properly sanitized; an attacker can manipulate the input to include shell metacharacters; potentially executing arbitrary commands on the server. This unsanitized interpolation leads to a command injection vulnerability; where an attacker could execute malicious commands remotely; thereby compromising the system. The vulnerability is particularly dangerous as it allows an attacker to gain remote code execution privileges without further barriers.,55@@55,CWE-78,"8/8/2025, 3:14:17 PM",,False,The vulnerability is genuine because the unsanitized file path from the uploaded file is interpolated directly into a shell command; making it susceptible to command injection. Since this code is part of the production file service and there is no sanitization applied; an attacker with control over the file upload could inject harmful shell commands; leading to remote code execution. Therefore; this issue should be addressed rather than safely ignored.
1e2dc3b6-45ef-4528-b8bc-5af247bbde94,Unescaped HTML,medium,open,/app/backend/src/services/emailService.ts,taskflow,The code is vulnerable to XSS because it directly uses the raw HTML content provided without any sanitization or escaping. Attackers could insert harmful scripts or phishing links; which are executed when the email is viewed. This poses a significant risk of data compromise and phishing attacks.,The email service code accepts raw HTML content from the options.html property without any sanitization or escaping. This means that if an attacker can supply a malicious payload; such as embedded scripts or phishing links; it will be rendered directly in users’ email clients. The unsanitized content provides an avenue for cross-site scripting XSS and phishing attacks because modern email clients often render HTML content faithfully. As a result; attackers may exploit this vulnerability to compromise user data or deliver malicious content without detection.,80@@80,CWE-79,"8/8/2025, 3:13:42 PM",,False,The unsanitized HTML input in the sendEmail method represents a genuine security risk. Although the system predominantly uses controlled templates for constructing emails; the fact that the method is capable of handling raw HTML—without any sanitization—means that; if misused; it could lead to cross-site scripting or phishing risks in email clients. The potential for external exploitation validates the vulnerability as not a false positive.
be88f6d4-987c-49b6-9629-6aa0ea31a21c,Auth Enumeration,high,open,/app/backend/src/services/authService.ts,taskflow,The login endpoint returns detailed error messages that differentiate between a non-existent user and an incorrect password. This enables attackers to determine if an email address is registered and active. Such information disclosure can be exploited for account enumeration and leads to increased risk of subsequent attacks.,The code snippet reveals detailed error messages at multiple steps. Initially; when checking if a user exists or if the account is active; and later when validating the password; discrete errors are returned based on the outcome. This allows an attacker to determine whether an email address is registered and active by observing the error message; thereby facilitating account enumeration attacks. Due to this behavior; the application inadvertently discloses sensitive information that could be further exploited in various attack scenarios; such as brute force or credential stuffing attacks.  Furthermore; the design flaw violates the principle of not exposing internal logic to external clients. Standard best practices advocate for returning a generic error message that does not differentiate between non-existent users and incorrect passwords. This limitation increases the risk of automated attacks by enabling an attacker to build a reliable list of valid user accounts and profiles for further exploitation.,54@@64,CWE-200,"8/8/2025, 3:12:36 PM",,False,The code in AuthService exposes distinct error messages for different failure conditions; which facilitates account enumeration. The service is used in production authentication flows; making the vulnerability exploitable. This issue clearly violates the principle of not revealing internal state; so it cannot be safely ignored.
425898da-9064-4a8d-84d6-9e55e5b28774,Prompt Injection,high,open,/app/backend/src/services/aiService.ts,taskflow,This vulnerability exists because the LLM prompt is constructed by directly interpolating unsanitized user-provided input into the prompt string without any validation. It creates a risk of prompt injection; enabling attackers to manipulate the LLM's output. The issue is significant as the LLM output is trusted without additional checks; which could lead to severe security and privacy breaches.,The code dynamically constructs a prompt string for an LLM by interpolating various parameters; including the user-provided description; directly into the prompt. This practice is dangerous as it can result in prompt injection. Attackers could supply malicious input in the description that manipulates the behavior of the LLM; potentially bypassing security restrictions or causing it to generate undesirable output. The method does not perform any sanitization or escaping of the description parameter; making it vulnerable to injection. This vulnerability can potentially result in data leakage; policy breaches; or compromised system behavior when the LLM operates based on manipulated instructions.,102@@107,CWE-20,"8/8/2025, 3:11:36 PM",,False,The code in generateTaskSuggestions directly interpolates user-supplied input into an LLM prompt without sanitization. This unsanitized input means that an attacker could potentially perform prompt injection; manipulating the LLM's responses; compromising security and the integrity of the system. The file is part of the production service; and there are no apparent safeguards or validations in place to mitigate this risk; therefore; this is a genuine vulnerability rather than a false positive.
c739a666-3a50-4f2d-a28c-ec5c2a48a943,IDOR Exposure,high,open,/app/backend/src/routes/users.ts,taskflow,The vulnerability arises from insufficient access control; allowing any authenticated user to access other users' sensitive data. The IDOR issue could lead to severe data breaches and privacy violations; necessitating immediate remediation. It demonstrates a lack of proper security posture in route handling.,This code snippet defines a GET route that allows any authenticated user to fetch details of any user simply by providing a user ID. The absence of access control or ownership verification mechanisms results in an insecure direct object reference IDOR vulnerability. This vulnerability occurs because the system does not check whether the requester has permission to access the specified user's data; exposing sensitive information and leading to privacy violations. Additionally; the lack of role-based checks can allow attackers to exploit this flaw and perform unauthorized data access; increasing both the risk and impact of the vulnerability.,17@@17,CWE-639,"8/8/2025, 3:10:22 PM",,False,The issue is a true vulnerability. The GET route in the production code allows any authenticated user to fetch any user's details without ensuring that the requester is authorized to access that specific user’s data. This insecure direct object reference IDOR risk is due to the absence of proper access control logic in getUserById; confirming that the vulnerability should not be safely ignored.
ee7c348d-3264-4cc4-80b4-9f87963ab545,Role Update Flaw,high,open,/app/backend/src/routes/users.ts,taskflow,This endpoint allows role changes without proper administrative checks; leading to potential privilege escalation. The absence of a role verification mechanism means attackers can alter permissions at will. Such an exploit could enable unauthorized users to gain elevated privileges. The vulnerability undermines the core security principle of least privilege; making it a significant risk to the system.,This vulnerability occurs because the endpoint defined by router.put'/:id/role'; authenticateToken; updateUserRole; permits any authenticated user to update any user's role without verifying administrative privileges. Without strict privilege verification; attackers or misbehaving users could change user roles to escalate their permissions or degrade others' access levels. The lack of an admin check in this function violates the principle of least privilege and exposes the system to unauthorized modifications. This oversight is particularly risky in multi-user environments where role integrity is paramount for security.,19@@19,CWE-269,"8/8/2025, 3:10:22 PM",,False,The vulnerability is not a false positive because; in the updateUserRole function; the endpoint lacks an administrative check and relies solely on an authentication token; allowing any authenticated user to update roles. Even though the role value is validated against a predefined list; there is no check to ensure that only administrators can perform role changes. This exposes the system to privilege escalation; and given its production usage in a critical path within TaskFlow; it represents a genuine security risk.
9b7891f3-d062-4e6e-a324-83e1a11819d3,Unvalidated External Request,high,open,/app/backend/src/routes/webhooks.ts,taskflow,The /fetch endpoint improperly transmits unsanitized user input to the external request system; enabling SSRF attacks. This allows an attacker to potentially access internal network resources and sensitive services. The vulnerability is critical because it opens the door for severe internal breaches; misuse; and potential data exfiltration.,This vulnerability arises because the /fetch endpoint directly passes client-supplied URLs to the server's fetch function without any validation or sanitization. As a result; an attacker can manipulate the URL parameter to force the server to make unwanted requests to internal or sensitive resources. This lack of input inspection allows the exploitation of Server-Side Request Forgery SSRF; potentially leading to unauthorized access to protected internal systems or services. The absence of proper input validation not only exposes internal network infrastructure but also risks potential information disclosure; privilege escalation; and can lead to serious breaches in network security.,20@@23,CWE-918,"8/8/2025, 3:09:59 PM",,False,The GET /fetch endpoint directly passes a client-supplied URL to the fetch function without validation; creating a risk for SSRF that allows attackers to potentially access internal resources. The lack of proper input sanitization or authentication on this endpoint implies that it is a production endpoint and not test or example code. This vulnerability is effectively exploitable and represents a real security risk.
1de37fee-566f-48da-8df2-111416a3a66a,Arbitrary Code Exec,critical,open,/app/backend/src/routes/webhooks.ts,taskflow,The endpoint allows clients to inject and execute arbitrary code on the server leading to potential system compromise. This happens due to the unsafe use of JSON.parse and the Function constructor. This vulnerability; if exploited; can lead to critical security breaches.,The /generic-eval endpoint is vulnerable because it parses and executes code from a client-supplied JSON payload. Using the Function constructor allows an attacker to inject and execute arbitrary JavaScript; potentially leading to remote code execution; system compromise; data leakage; or other harmful consequences. This vulnerability is particularly dangerous because the dynamic nature of the code execution prevents static analysis from reliably detecting malicious input. The exploitability is high given the ease with which an attacker can manipulate the input; making this an extremely serious security issue.,25@@30,CWE-94,"8/8/2025, 3:09:59 PM",,False,The /generic-eval endpoint directly parses and executes code from client-provided input without any sanitization or authentication checks; making it highly vulnerable to arbitrary code execution. This is a production endpoint in the route-based source file; which further increases the severity of the issue. As such; the vulnerability is valid and cannot be safely ignored.
a15cd1c4-69a0-4b68-82d2-4504f1243166,Command Injection,critical,open,/app/backend/src/routes/ai.ts,taskflow,This endpoint permits command injection by executing commands generated from AI service responses without sanitization. The direct use of childprocess.exec on unsanitized inputs leaves the system vulnerable to arbitrary command execution. Such exploitation can result in complete system compromise; making it a critical security flaw.,The issue is located in the '/execute-commands' endpoint; where the code retrieves user messages and sends them to an AI service; whose response is then split into lines with each line being executed as a shell command. This command execution is performed using childprocess.exec; and the lack of input validation or sanitization directly exposes the server to command injection attacks. An attacker could potentially craft inputs that cause the AI service to output malicious shell commands; leading to remote code execution; system compromise; and unauthorized access to sensitive data. This vulnerability is highly dangerous because it leverages the AI's generated output without verifying its safety; ultimately allowing arbitrary commands to be executed with the privileges of the hosting server.,37@@43,CWE-78,"8/8/2025, 3:07:23 PM",,False,The vulnerability allowing command injection in the '/execute-commands' endpoint is not a false positive. The code processes untrusted inputs and forwards them to an AI service whose output is executed as shell commands without sanitization; leading to a critical risk of arbitrary command execution. Given that the endpoint is part of the production code with real-world impact; this vulnerability is exploitable and should be addressed with high priority.
a9dd59e9-e20a-494d-a2bd-c6c79d11b12e,Arbitrary Code Execution,critical,open,/app/backend/src/routes/ai.ts,taskflow,The vulnerability is critical due to the direct execution of potentially untrusted JavaScript code; which could lead to arbitrary code execution. The lack of proper input validation means the system is exposed to various attacks. This presents a severe security risk that requires immediate attention and remediation.,This issue presents a significant security vulnerability by taking AI-generated JavaScript code and executing it without any validation or sanitization. The use of the Function constructor to execute code directly means that any malicious payload; if crafted by an attacker through manipulated messages or compromised AI output; would run with complete privileges of the Node.js process. This could result in arbitrary code execution; and further compromise the system by allowing data exfiltration; privilege escalation; or complete service takeover.,22@@28,CWE-94,"8/8/2025, 3:07:23 PM",,False,The vulnerability is genuine because the AI-generated code is executed without any sanitization. The code’s use of the Function constructor with untrusted input can lead to arbitrary code execution; making this a severe security risk. This is evident in production code within the routes directory and demonstrates a clear dataflow from unvalidated user input to a dangerous sink; confirming the vulnerability is true and must be remediated.
